Region,District,Chiefdom,Section,wp name,GEOCODE,Photo,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination
North,Port Loko,Lokomasama,Number 1,community  well,ayox5vwk,//akvoflow-110.s3.amazonaws.com/images/49cb0a98-f999-4693-87ff-dcff4f04025a.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes
North,Port Loko,Lokomasama,sengbeh,community well,azjg82kn,//akvoflow-110.s3.amazonaws.com/images/0ca6802c-bb99-496b-a322-c5330a3bc154.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No
North,Bombali,Gbendembu Ngowahun,Maharie Town,Community Well,bf5tbmig,//akvoflow-110.s3.amazonaws.com/images/8fba8d4a-e0e2-43b7-a0c1-a3c3b2136611.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,Community,No management,Yes,No,Hand pump,More than a year,No
North,Port Loko,TMS,Makaneh,Makaneh Junction,b9jo2epe,//akvoflow-110.s3.amazonaws.com/images/3a578d99-6523-4e35-9751-af9a372833ed.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No
North,Koinadugu,Mongo,Kombeli,Hand dug well,cdbmj48i,//akvoflow-110.s3.amazonaws.com/images/51d2d821-5c22-43ae-847e-054b43a5e7c2.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Less than a week,Yes
North,Bombali,Makari Gbanti,Tonkoba,Community Water well,bbp3lu0r,//akvoflow-110.s3.amazonaws.com/images/981b8773-2ddd-4b71-80ba-076ab3f24400.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
North,Bombali,Makari Gbanti,Moria,Community Water point,bbgm6h3e,//akvoflow-110.s3.amazonaws.com/images/bc223950-bb1c-48f3-8474-189afe469b97.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
North,Koinadugu,Dembelia-Sinkunia,Dabaya,Dabaya community well,cq2cfddt,//akvoflow-110.s3.amazonaws.com/images/9ad4460d-9c4a-4440-8821-68ae6acf41e7.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,Community,single individual,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No
North,Koinadugu,Sulima,Yendaya,DEC primary school water point,ck67k5zh,//akvoflow-110.s3.amazonaws.com/images/044af42d-edb1-4b4f-8d42-cb109ba276d1.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,School,School,No,No,Hand pump,I don't know,No
North,Koinadugu,Sulima,Dantaya,DEC primary school,ceskbn3a,//akvoflow-110.s3.amazonaws.com/images/00fd7317-7f6b-40a6-a9e6-c41d33c7bcb1.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,School,No,No,Hand pump,I don't know,No
North,Port Loko,TMS,Maforay,Sharka Fallah,bbh1nti3,//akvoflow-110.s3.amazonaws.com/images/dc3c8fcc-25ed-4881-bfee-41d13049c03e.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,No
North,Port Loko,Kaffu Bullom,Rotifunk,private,azfnaeg3,//akvoflow-110.s3.amazonaws.com/images/efe87eee-53e8-4900-b694-9090caffebcd.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,Hand pump,Water point has never broken down,Yes
North,Tonkolili,Tane,Matotok,Bo road water point,b1ol1is7,//akvoflow-110.s3.amazonaws.com/images/a044cb73-d66d-4c05-b286-06895df3bf6b.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,Yes,Hydram pump,Less than a week,
North,Koinadugu,Sulima,Biribaia,school well,cj0vpxpr,//akvoflow-110.s3.amazonaws.com/images/5f245f1f-269d-4b85-965a-27e36b5c3d1e.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,School,No,No,Hand pump,More than a year,No
North,Koinadugu,Sengbe,Kalkoya,community well,c535us6i,//akvoflow-110.s3.amazonaws.com/images/dbef172a-168b-4ce4-a7b2-95a28366d287.jpg,Protected dug well,No - Broken down,Always water,Yes,Community,Other community group,No,No,Hand pump,Over a month,Yes
North,Port Loko,Maforki,Mafoimara Village,community water well,b1yvyrzv,//akvoflow-110.s3.amazonaws.com/images/674ceb7a-f1e7-4306-8438-a1cc73188eb2.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,No management,No,No,Hand pump,Over a month,No
North,Tonkolili,Kholifa Rowala,Masokoh,Masokoh water point,b48518c6,//akvoflow-110.s3.amazonaws.com/images/9df25214-58fa-40f1-9f30-6f418c1b83a4.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,No,Community,Uknown,No,No,Hand pump,Over a week,No
North,Tonkolili,Tane,Maborborn,Maborborn water point,azb6j36i,//akvoflow-110.s3.amazonaws.com/images/7a079a75-0432-4ec3-aa46-329630ef6b70.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,No,Community,Uknown,No,No,Hand pump,Over a month,No
North,Port Loko,Masimera,Maroto,Maroto,azneiksc,//akvoflow-110.s3.amazonaws.com/images/99e34521-6353-45d9-ab69-8df636816c5b.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,aide salone,No,No,Hand pump,Less than a week,Yes
North,Tonkolili,Tane,Matotok,Bo road mosque water point,b1p2wixl,//akvoflow-110.s3.amazonaws.com/images/6551c4a3-dd03-42f9-88e3-284b3d299391.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Gravity,Less than a week,No
North,Port Loko,Dibia,Makump,School well,bchskznt,//akvoflow-110.s3.amazonaws.com/images/522aef8d-7635-4bad-a373-15455ce570bb.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,School,School,Yes,Yes,Hand pump,Water point has never broken down,Yes
North,Bombali,Sella Limba,Kamawornie,Kamawornie com well. 2,c44wua4f,//akvoflow-110.s3.amazonaws.com/images/bed5ddce-6163-4e66-8056-863fe4f52a9a.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a week,Yes
North,Koinadugu,Dembelia-Sinkunia,Sinkunia,Chief compound water point,cl5ng5ts,//akvoflow-110.s3.amazonaws.com/images/e8f17832-ae7b-4ac5-b5f3-cb840ae6f149.jpg,Piped water into dwelling/plot/yard,No - Broken down,Seasonal,Yes,Community,Other community group,Unknown,No,,I don't know,
North,Koinadugu,Dembelia-Sinkunia,Sinkunia,market well,cl3psg1h,//akvoflow-110.s3.amazonaws.com/images/592bb007-6564-4a2c-9ee5-8674e918ebfb.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,Yes
North,Koinadugu,Nieni,Sawuria,Hand dug well,b7q85vuz,//akvoflow-110.s3.amazonaws.com/images/ca1e5c44-df75-4e2f-b6c1-91508132c66a.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,School,No,No,Hand pump,Water point has never broken down,Yes
North,Bombali,Tambakha,Thomparay,Thomparay Community Well,c3qpexo7,//akvoflow-110.s3.amazonaws.com/images/a4b4d83f-538d-4cf6-bc53-acfb7eae0027.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,WASH management committee,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes
North,Koinadugu,Neya,Tainkabu,Tainkabu community hand pump,bk8jlr60,//akvoflow-110.s3.amazonaws.com/images/8310921a-1a11-4a23-83e6-33abcbfdec79.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,Unkown
North,Port Loko,Kaffu Bullom,Sumbuya,Private well,ay0znoeq,//akvoflow-110.s3.amazonaws.com/images/39ba2de2-1c5e-4c6c-a1da-8a2bc2c1fb08.jpg,Protected dug well,Yes – Functional (and in use),Dry always / Never water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
North,Port Loko,Lokomasama,kalangba,community well,b8wbegai,//akvoflow-110.s3.amazonaws.com/images/8c707d95-7b75-479c-98da-516caaa63e36.jpg,Protected dug well,No - Under rehabilitation,Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,Over a month,No
North,Koinadugu,Nieni,Yinffin,Hand dug well,bmsdpwcm,//akvoflow-110.s3.amazonaws.com/images/a3b7c1e4-d67c-4c20-8cfd-4226c1dfe7eb.jpg,Protected dug well,No - Broken down,Dry always / Never water,No,Community,Other community group,Yes,No,Hand pump,More than a year,Unkown
North,Port Loko,Kaffu Bullom,Sumbuya,private well,ay14f589,//akvoflow-110.s3.amazonaws.com/images/d14daa6e-2f6d-48e6-9f59-d83cff01bf4c.jpg,Protected dug well,Yes – Functional (and in use),Dry always / Never water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
North,Bombali,Safroko Limba,Marampa,Marampa Community Pump,bgx215tl,//akvoflow-110.s3.amazonaws.com/images/b4ea9cf5-e865-4568-bd20-5f7e7a9b5361.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Less than a week,No
North,Koinadugu,Nieni,Sumbaria,Sumbaria Health facility hand pump,b9kviroc,//akvoflow-110.s3.amazonaws.com/images/90427b7e-6233-471d-ae57-e4a7645c71a3.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,Yes,No,Hand pump,Water point has never broken down,Yes
North,Bombali,Sella Limba,Kayawuyea 1,Kayawuyea Com well.,c6ifipl6,//akvoflow-110.s3.amazonaws.com/images/877e5552-0931-4b89-b848-e8f48f886168.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,NGO,Yes,Yes,Hand pump,Over a month,No
North,Bombali,Gbendembu Ngowahun,makiteh,community,l57wd93zyc,//akvoflow-110.s3.amazonaws.com/images/07f24d38-364e-4f9a-b40c-f4e2deab1220.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,Community,Local council,No,No,Submersible pump,Less than a week,No
North,Koinadugu,Nieni,Funumbakura,Stand pipe,bnuo0e9c,//akvoflow-110.s3.amazonaws.com/images/486f478a-8201-4a06-9813-816ffa0b0a6d.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Seasonal,Yes,Community,Other community group,Yes,No,Gravity,Over a month,
North,Port Loko,Lokomasama,Petifu community,Community,b3g5o1tm,//akvoflow-110.s3.amazonaws.com/images/1e533340-0375-4915-864f-6d47631442c9.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,paramount chief,No,Yes,Hand pump,Over a month,Yes
North,Port Loko,Maforki,Kambia rd police barrack,kambia lungI lorry park  portloko town,b760mhq0,//akvoflow-110.s3.amazonaws.com/images/07325041-b616-4406-b46a-5e46d3dc4295.jpg,Tube well or borehole,Yes – Functional (but not in use),Always water,No,Other Institution,WASH management committee,Yes,Yes,Hand pump,I don't know,Unkown
North,Tonkolili,Kholifa Rowala,boys School,boys school,b4icdonz,//akvoflow-110.s3.amazonaws.com/images/4db57512-78c3-4d00-9b1e-6cdd8e2a5059.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,School,School,Yes,Yes,Gravity,I don't know,
North,Port Loko,Maforki,Mabonie,Community water Point behind Munirr Sankoh,b0cak0hn,//akvoflow-110.s3.amazonaws.com/images/d5f514d9-4d03-4a2b-9cd8-02d5ad8931f5.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Uknown,No,No,Hand pump,Less than a week,No
North,Koinadugu,Diang,Soliya,Stand pipe,bte5exl8,//akvoflow-110.s3.amazonaws.com/images/abf0e567-3d03-4871-8750-3d3dc21db4a2.jpg,Sand/Sub-surface dam (with well or standpipe),No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Gravity,More than a year,No
North,Tonkolili,Kholifa Rowala,boys School,boys school,b4ie5zh8,//akvoflow-110.s3.amazonaws.com/images/6cf9bd5a-a4d9-426d-9eea-92fa73bf4332.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Dry always / Never water,Yes,School,Uknown,No,No,Gravity,More than a year,
North,Tonkolili,Yoni,mile 91,community,aswcarz8,//akvoflow-110.s3.amazonaws.com/images/daa5e03a-02e0-4e3d-acbd-3b9849f322c5.jpg,Protected dug well,Yes – Functional (and in use),Dry always / Never water,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,Yes
North,Bombali,Biriwa,Kabakeh,Kabakeh Community Well,brfqbc2x,//akvoflow-110.s3.amazonaws.com/images/9d6d21da-7859-4ab4-8543-71538ddde084.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No
North,Bombali,Safroko Limba,Binkolo,Roman Catholic Junior Sec. Sch. Binkolo,bfs3vw2o,//akvoflow-110.s3.amazonaws.com/images/cc84e3a1-e6d4-41af-849c-077301349d91.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,School,School,Unknown,Yes,Hand pump,Water point has never broken down,No
North,Port Loko,TMS,Marenka,Marenka,bc8z8xi6,//akvoflow-110.s3.amazonaws.com/images/1e8ac74a-882d-4e2f-9eb5-680f5db9d539.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Less than a week,Yes
North,Port Loko,Dibia,gbinti,community well,bfx33hyg,//akvoflow-110.s3.amazonaws.com/images/4cb1deaf-083b-40a3-8ef8-5b0449e1e721.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes
North,Tonkolili,Kholifa Rowala,Mabon Street,Mabom Street,b4kobt1p,//akvoflow-110.s3.amazonaws.com/images/66b18842-2179-4958-92be-1ac24c27eb04.jpg,Protected spring,Yes – Functional (and in use),Always water,No,SALWACO,Local council,No,No,,Less than a week,
North,Bombali,Sella Limba,Kamaha,Kamaha com well 1,c66peejs,//akvoflow-110.s3.amazonaws.com/images/e2bc5b4b-8f16-4565-a31f-a22aa09704a1.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,NGO,Yes,Yes,Hand pump,Over a week,Yes
North,Port Loko,Maforki,maronko,maronko community eater point,b59audiy,//akvoflow-110.s3.amazonaws.com/images/6baa7925-9ffb-454a-b9b7-9576187ab72d.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,Yes
North,Port Loko,Sanda Magbolont,bankro,school well,bi4hhlnt,//akvoflow-110.s3.amazonaws.com/images/480b4b33-1035-4085-a473-8de10ff380d5.jpg,Protected dug well,No - Broken down,Always water,Yes,School,WASH management committee,Yes,Yes,Hand pump,More than a year,No
North,Koinadugu,Nieni,Alikalia,Stand pipe,bojgh6h2,//akvoflow-110.s3.amazonaws.com/images/2f4bf928-8866-4f2d-8c3e-6ae1a5c71b73.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Unknown,No,Gravity,Less than a week,
North,Port Loko,Maforki,Rogbare Junction,Nanka Bangura water point Magbana,b3vy8xa9,//akvoflow-110.s3.amazonaws.com/images/02747516-d535-40fe-a978-f354d276b7e2.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No
North,Port Loko,Sanda Magbolont,komneh,school 1 well,biny8svk,//akvoflow-110.s3.amazonaws.com/images/03bc2ff6-fdfe-4389-b909-31e78b303624.jpg,Protected dug well,No - Broken down,Seasonal,No,School,School,No,Yes,Hand pump,I don't know,No
North,Koinadugu,Mongo,Sirafaya,Hand dug well,c0oe9dgt,//akvoflow-110.s3.amazonaws.com/images/db72375b-c882-4033-a791-3633097e5aba.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Water point has never broken down,No
North,Port Loko,Maforki,Magbateh Village,community water well,b0ohch80,//akvoflow-110.s3.amazonaws.com/images/f6d936c4-dde7-43c0-b4ab-742ab0ac0496.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,Yes
North,Kambia,Bramaia,Banguraia,Banguraia,btjyeef9,//akvoflow-110.s3.amazonaws.com/images/d87452b3-2c0c-4646-b754-350976b84648.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,No management,No,No,Hand pump,Water point has never broken down,No
North,Port Loko,TMS,Magbanka,Central Town,bbw4n513,//akvoflow-110.s3.amazonaws.com/images/bf6982dd-380e-4703-8451-6892e8649d05.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Less than a week,Yes
North,Tonkolili,Tane,matotoka,Ropolo road water point,b1s39f11,//akvoflow-110.s3.amazonaws.com/images/4fd04a69-955e-48c7-a950-00efea9ab760.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,tap,Over a week,
North,Port Loko,TMS,Rochain,Pa. Lamina Compound,bda3v29l,//akvoflow-110.s3.amazonaws.com/images/c7a6b72e-aa19-4597-adda-98e7d165dbed.jpg,Protected dug well,Yes - But damaged,Always water,Yes,Community,No management,No,Yes,Hand pump,Over a month,Yes
North,Koinadugu,Nieni,Alikalia,Sorie Jalloh hand pump,bo8ic813,//akvoflow-110.s3.amazonaws.com/images/ad477662-8646-416c-b5dd-742d8f5a8216.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a week,Yes
North,Koinadugu,Nieni,Gbenikoro,Gbenikoro M.C.A Primary school tap,bka5yawp,//akvoflow-110.s3.amazonaws.com/images/1fdf4017-7ed3-466d-98e7-62008f23d09a.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,School,Yes,No,Gravity,Over a month,
North,Port Loko,Kaffu Bullom,Rotifunk,community well,ayuxvp4a,//akvoflow-110.s3.amazonaws.com/images/503969c2-80d1-4edf-b990-8b0289e62cdb.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,Hand pump,Over a month,Yes
North,Port Loko,Masimera,Maconteh,Maconteh community Water Point,b13eyt7t,//akvoflow-110.s3.amazonaws.com/images/378a2e5e-5526-47dc-be51-dbf447247aa5.jpg,Protected dug well,No - Under rehabilitation,Always water,No,Community,"Section,  Headman and Chairlady",Yes,No,Hand pump,Over a month,No
North,Koinadugu, Wara Wara Bafodia,Kambalia,community well,cje1n4f1,//akvoflow-110.s3.amazonaws.com/images/9626cc62-06e7-485d-934d-b3b0390e862b.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Hand pump,Over a month,No
North,Koinadugu,Neya,Mansofinia,Mansofinia CHP hand pump,bl1khizl,//akvoflow-110.s3.amazonaws.com/images/99f4efa6-169a-4d52-91a7-a0ce379d69c2.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,No,Health Facility,Health Facility,Yes,No,Hand pump,Over a month,No
North,Port Loko,Masimera,Katick Village,Old MCHP Water well,aysuuwyg,//akvoflow-110.s3.amazonaws.com/images/56b178af-f736-4bd2-b44c-5e05a70092bf.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Health Facility,WASH management committee,Yes,No,Hand pump,Water point has never broken down,Yes
North,Bombali,Sella Limba,Kamakwie LoL,Kamakwie LoL. 1.,c0q5dmi5,//akvoflow-110.s3.amazonaws.com/images/d61bba6f-0e35-4cd7-a631-05606373c3bc.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,NGO,Yes,No,Hand pump,Over a month,No
